1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
2,1288.02,-4367
3,1288.02,-4464
0,1288.02,-7308
1,1288.02,-7225
2,1288.02,-7259
3,1288.02,-7333
0,1288.02,-6701
1,1288.02,-6643
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
2,1288.02,-4367
3,1288.02,-4464
0,1288.02,-7308
1,1288.02,-7225
2,1288.02,-7259
3,1288.02,-7333
0,1288.02,-6701
1,1288.02,-6643
3,1289.17,3063
0,1289.17,7070
1,1289.17,7147
2,1289.17,7203
3,1289.17,7059
0,1289.17,7356
1,1289.17,7411
2,1289.17,7484
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
2,1288.02,-4367
3,1288.02,-4464
0,1288.02,-7308
1,1288.02,-7225
2,1288.02,-7259
3,1288.02,-7333
0,1288.02,-6701
1,1288.02,-6643
3,1289.17,3063
0,1289.17,7070
1,1289.17,7147
2,1289.17,7203
3,1289.17,7059
0,1289.17,7356
1,1289.17,7411
2,1289.17,7484
0,1290.36,8970
1,1290.36,9022
2,1290.36,9105
3,1290.36,8945
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
2,1288.02,-4367
3,1288.02,-4464
0,1288.02,-7308
1,1288.02,-7225
2,1288.02,-7259
3,1288.02,-7333
0,1288.02,-6701
1,1288.02,-6643
3,1289.17,3063
0,1289.17,7070
1,1289.17,7147
2,1289.17,7203
3,1289.17,7059
0,1289.17,7356
1,1289.17,7411
2,1289.17,7484
0,1290.36,8970
1,1290.36,9022
2,1290.36,9105
3,1290.36,8945
0,1291.58,8171
1,1291.58,8225
2,1291.58,8302
3,1291.58,8146
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
2,1288.02,-4367
3,1288.02,-4464
0,1288.02,-7308
1,1288.02,-7225
2,1288.02,-7259
3,1288.02,-7333
0,1288.02,-6701
1,1288.02,-6643
3,1289.17,3063
0,1289.17,7070
1,1289.17,7147
2,1289.17,7203
3,1289.17,7059
0,1289.17,7356
1,1289.17,7411
2,1289.17,7484
0,1290.36,8970
1,1290.36,9022
2,1290.36,9105
3,1290.36,8945
0,1291.58,8171
1,1291.58,8225
2,1291.58,8302
3,1291.58,8146
3,1292.33,6792
0,1292.33,5645
1,1292.33,5704
2,1292.33,5761
1,1282.55,9632
2,1282.55,9727
3,1282.55,9561
0,1282.55,9383
1,1282.55,9414
2,1282.55,9511
3,1282.55,9345
0,1282.55,7659
131,1282.44,-9069
0,1282.55,8379
1,1282.55,8434
2,1282.55,8513
3,1282.55,8351
0,1282.56,8833
1,1282.56,8886
2,1282.56,8964
0,1284.43,-7719
1,1284.43,-7629
2,1284.43,-7667
3,1284.43,-7743
0,1284.43,-8080
1,1284.43,-7969
0,1286.09,-1627
1,1286.09,-1547
2,1286.09,-1549
3,1286.09,-1643
3,1287.32,5604
0,1287.32,6591
1,1287.32,6668
2,1287.32,6722
3,1287.32,6581
0,1287.32,7891
1,1287.32,7926
2,1287.32,8013
2,1288.02,-4367
3,1288.02,-4464
0,1288.02,-7308
1,1288.02,-7225
2,1288.02,-7259
3,1288.02,-7333
0,1288.02,-6701
1,1288.02,-6643
3,1289.17,3063
